Word,Sentence,Meaning,Pronunciation,WordType
fan,"As a fan of crime novels, she never misses a new release from her favorite author.",enthusiastic follower,/fæn/,non-heteronym
fan,The movie's fans organized a convention celebrating its anniversary.,enthusiastic follower,/fæn/,non-heteronym
fan,Sports fans traveled across the country for the championship game.,enthusiastic follower,/fæn/,non-heteronym
fan,She became a fan of classical music after attending her first symphony.,enthusiastic follower,/fæn/,non-heteronym
fan,Tech fans eagerly await the annual product announcement.,enthusiastic follower,/fæn/,non-heteronym
fan,The documentary gained a cult following of dedicated fans.,enthusiastic follower,/fæn/,non-heteronym
fan,Fan mail still arrives daily for the retired actress.,enthusiastic follower,/fæn/,non-heteronym
chip,He bought a bag of potato chips for the road trip.,food snack,/tʃɪp/,non-heteronym
chip,The restaurant serves homemade tortilla chips with fresh salsa.,food snack,/tʃɪp/,non-heteronym
chip,Salt and vinegar chips are her favorite snack flavor.,food snack,/tʃɪp/,non-heteronym
chip,The chef created gourmet vegetable chips as an appetizer.,food snack,/tʃɪp/,non-heteronym
chip,Kale chips are marketed as a healthier alternative to potato chips.,food snack,/tʃɪp/,non-heteronym
chip,The party spread included chips and various dips.,food snack,/tʃɪp/,non-heteronym
chip,He makes chocolate chip cookies from his grandmother's recipe.,food snack,/tʃɪp/,non-heteronym
chip,Fish and chips is a traditional British meal.,food snack,/tʃɪp/,non-heteronym
chip,The vending machine was out of chips and candy bars.,food snack,/tʃɪp/,non-heteronym
chip,She buys chips in bulk for school lunches.,food snack,/tʃɪp/,non-heteronym
chip,The plate had a small chip on its edge.,small fragment,/tʃɪp/,non-heteronym
chip,A chip of paint fell from the ceiling during the renovation.,small fragment,/tʃɪp/,non-heteronym
chip,The sculptor carefully removed chips of marble to create the statue.,small fragment,/tʃɪp/,non-heteronym
chip,A chip from the flying stone cracked the windshield.,small fragment,/tʃɪp/,non-heteronym
chip,The carpenter sanded down the wood chips on the cabinet.,small fragment,/tʃɪp/,non-heteronym
chip,Silicon chips revolutionized computing technology.,small fragment,/tʃɪp/,non-heteronym
chip,Microchips in pets help reunite them with their owners.,small fragment,/tʃɪp/,non-heteronym
chip,The archaeologist carefully preserved ceramic chips from the ancient pottery.,small fragment,/tʃɪp/,non-heteronym
chip,The carpenter swept up the wood chips after finishing the project.,small fragment,/tʃɪp/,non-heteronym
chip,The smartphone's processor chip performs billions of calculations per second.,small fragment,/tʃɪp/,non-heteronym
bark,The tree's rough bark provides habitat for many insects.,tree covering,/bɑrk/,non-heteronym
bark,Cork comes from the bark of a specific type of oak tree.,tree covering,/bɑrk/,non-heteronym
bark,Cinnamon sticks are actually the dried bark of a tree.,tree covering,/bɑrk/,non-heteronym
bark,The smooth bark of the birch tree peels in thin layers.,tree covering,/bɑrk/,non-heteronym
bark,Some animals eat tree bark during harsh winters.,tree covering,/bɑrk/,non-heteronym
bark,The pine tree's bark has deep furrows and a reddish color.,tree covering,/bɑrk/,non-heteronym
bark,Indigenous peoples used tree bark to make canoes and containers.,tree covering,/bɑrk/,non-heteronym
bark,The disease caused the bark to peel away from the maple trees.,tree covering,/bɑrk/,non-heteronym
bark,He collected pieces of bark for his art project.,tree covering,/bɑrk/,non-heteronym
bark,Medicinal compounds are often extracted from tree bark.,tree covering,/bɑrk/,non-heteronym
bark,The dog's loud bark alerted the family to the intruder.,dog sound,/bɑrk/,non-heteronym
bark,The puppy has a high-pitched bark when excited.,dog sound,/bɑrk/,non-heteronym
bark,Neighbors complained about the dog's constant barking.,dog sound,/bɑrk/,non-heteronym
bark,Different dog breeds have distinctive barks.,dog sound,/bɑrk/,non-heteronym
bark,The small dog compensated for its size with a fierce bark.,dog sound,/bɑrk/,non-heteronym
bark,The trainer taught the dog to bark only when necessary.,dog sound,/bɑrk/,non-heteronym
bark,"His bark is worse than his bite, as the saying goes.",dog sound,/bɑrk/,non-heteronym
bark,The fox's bark sounds similar to a small dog's.,dog sound,/bɑrk/,non-heteronym
bark,She could tell by the bark which of her three dogs was outside.,dog sound,/bɑrk/,non-heteronym
bark,The rescue dog's joyful bark greeted visitors at the shelter.,dog sound,/bɑrk/,non-heteronym
post,She waited anxiously for the mail carrier to deliver the post.,mail item,/poʊst/,non-heteronym
post,The post arrived late due to bad weather conditions.,mail item,/poʊst/,non-heteronym
post,He sent the contract by express post to meet the deadline.,mail item,/poʊst/,non-heteronym
post,International post takes longer to arrive than domestic mail.,mail item,/poʊst/,non-heteronym
post,She checks the post every morning for the expected package.,mail item,/poʊst/,non-heteronym
post,The company uses electronic billing instead of post to save paper.,mail item,/poʊst/,non-heteronym
post,The secretary sorts the post before distributing it to departments.,mail item,/poʊst/,non-heteronym
post,Important documents should be sent by registered post.,mail item,/poʊst/,non-heteronym
post,"During the holidays, the volume of post increases dramatically.",mail item,/poʊst/,non-heteronym
post,He dropped the letter in the post box on his way to work.,mail item,/poʊst/,non-heteronym
post,The fence needs a new support post in the corner.,vertical support,/poʊst/,non-heteronym
post,The lamp post provides light for the dark street.,vertical support,/poʊst/,non-heteronym
post,She leaned against the bed post while reading.,vertical support,/poʊst/,non-heteronym
post,The historic building features ornate wooden posts throughout.,vertical support,/poʊst/,non-heteronym
post,Goal posts on the soccer field need to be secure and stable.,vertical support,/poʊst/,non-heteronym
post,The architect incorporated exposed wooden posts in the design.,vertical support,/poʊst/,non-heteronym
post,He installed a hitching post outside the ranch house.,vertical support,/poʊst/,non-heteronym
post,The sign post was damaged during the storm.,vertical support,/poʊst/,non-heteronym
post,She tied the hammock between two sturdy posts.,vertical support,/poʊst/,non-heteronym
post,The carpenter measured carefully before cutting the posts for the staircase.,vertical support,/poʊst/,non-heteronym
Word,Sentence,Meaning,Pronunciation,WordType
lead,The detective will lead the investigation into the robbery.,to guide or direct,/liːd/,heteronym
lead,She will lead the team to victory this season.,to guide or direct,/liːd/,heteronym
lead,The tour guide will lead us through the museum.,to guide or direct,/liːd/,heteronym
lead,Good teachers lead by example in the classroom.,to guide or direct,/liːd/,heteronym
lead,The experienced hiker volunteered to lead the group through the mountains.,to guide or direct,/liːd/,heteronym
lead,The CEO will lead the company in a new strategic direction.,to guide or direct,/liːd/,heteronym
lead,Which path will lead us to the waterfall?,to guide or direct,/liːd/,heteronym
lead,The clues should lead the detective to the culprit.,to guide or direct,/liːd/,heteronym
lead,He will lead the orchestra for tonight's performance.,to guide or direct,/liːd/,heteronym
lead,These steps will lead directly to the main entrance.,to guide or direct,/liːd/,heteronym
lead,The fishing weight is made of lead.,heavy metal,/lɛd/,heteronym
lead,Paint containing lead has been banned in residential buildings.,heavy metal,/lɛd/,heteronym
lead,They discovered a lead deposit in the mountains.,heavy metal,/lɛd/,heteronym
lead,Lead poisoning can cause serious health problems.,heavy metal,/lɛd/,heteronym
lead,The plumber used lead to seal the pipe joints.,heavy metal,/lɛd/,heteronym
lead,Ancient Romans used lead for their water pipes.,heavy metal,/lɛd/,heteronym
lead,The protective vest contained a layer of lead to block radiation.,heavy metal,/lɛd/,heteronym
lead,The pencil doesn't contain lead but graphite instead.,heavy metal,/lɛd/,heteronym
lead,The scientist measured the lead levels in the soil samples.,heavy metal,/lɛd/,heteronym
lead,Car batteries typically contain lead plates.,heavy metal,/lɛd/,heteronym
tear,A single tear rolled down her cheek during the emotional movie.,liquid from eye,/tɪər/,heteronym
tear,The child wiped away a tear after falling off his bike.,liquid from eye,/tɪər/,heteronym
tear,She couldn't hold back the tears of joy at her daughter's graduation.,liquid from eye,/tɪər/,heteronym
tear,The onions made my eyes water with tears.,liquid from eye,/tɪər/,heteronym
tear,The actor shed a dramatic tear during the final scene.,liquid from eye,/tɪər/,heteronym
tear,The tear glands produce moisture to keep eyes healthy.,liquid from eye,/tɪər/,heteronym
tear,His eyes welled up with tears when he heard the news.,liquid from eye,/tɪər/,heteronym
tear,The baby's tears stopped once she was fed.,liquid from eye,/tɪər/,heteronym
tear,Laughing so hard brought tears to everyone's eyes.,liquid from eye,/tɪər/,heteronym
tear,The doctor examined the tear ducts for blockage.,liquid from eye,/tɪər/,heteronym
tear,Be careful not to tear the delicate fabric when sewing.,to rip,/teər/,heteronym
tear,The dog might tear up the furniture when left alone.,to rip,/teər/,heteronym
tear,She saw a tear in her favorite jeans after hiking.,to rip,/teər/,heteronym
tear,The workers will tear down the old building next week.,to rip,/teər/,heteronym
tear,Don't tear the wrapping paper; we can reuse it.,to rip,/teər/,heteronym
tear,The force of the wind can tear branches from trees.,to rip,/teər/,heteronym
tear,He helped tear up the old carpet before installing the new one.,to rip,/teər/,heteronym
tear,The contract had a tear along the fold line.,to rip,/teər/,heteronym
tear,Children often tear through presents quickly on birthdays.,to rip,/teər/,heteronym
tear,The athletes will tear across the finish line in the final sprint.,to rip,/teər/,heteronym
bass,The bass guitar provides the foundation of the rhythm section.,low sound,/beɪs/,heteronym
bass,"She can sing in the bass range, which is unusual for a female vocalist.",low sound,/beɪs/,heteronym
bass,The bass notes rumbled through the concert hall.,low sound,/beɪs/,heteronym
bass,Turn up the bass on the stereo for this song.,low sound,/beɪs/,heteronym
bass,The bass drum keeps the beat in the marching band.,low sound,/beɪs/,heteronym
bass,His bass voice stood out in the choir.,low sound,/beɪs/,heteronym
bass,The bass line in this jazz piece is particularly complex.,low sound,/beɪs/,heteronym
bass,She adjusted the equalizer to enhance the bass frequencies.,low sound,/beɪs/,heteronym
bass,The composer wrote a challenging bass part for the orchestra.,low sound,/beɪs/,heteronym
bass,You can feel the bass vibrations through the floor at the club.,low sound,/beɪs/,heteronym
bass,We caught several large bass while fishing on the lake.,fish,/bæs/,heteronym
bass,The restaurant serves freshly caught bass with seasonal vegetables.,fish,/bæs/,heteronym
bass,Largemouth bass are popular game fish in North America.,fish,/bæs/,heteronym
bass,The bass was mounted and displayed on the cabin wall.,fish,/bæs/,heteronym
bass,Sea bass differs in flavor from freshwater bass.,fish,/bæs/,heteronym
bass,The fishing tournament targets striped bass in particular.,fish,/bæs/,heteronym
bass,He released the small bass back into the lake.,fish,/bæs/,heteronym
bass,They prepared the bass by filleting it and removing all bones.,fish,/bæs/,heteronym
bass,Bass fishing is best at dawn and dusk.,fish,/bæs/,heteronym
bass,The conservation efforts have helped bass populations recover.,fish,/bæs/,heteronym
bow,The violinist adjusted her bow before beginning the piece.,musical instrument tool,/boʊ/,heteronym
bow,He tightened the string on his bow before hunting.,archery weapon,/boʊ/,heteronym
bow,The bow of the violin needs new horsehair.,musical instrument tool,/boʊ/,heteronym
bow,The archer pulled back the bow and released the arrow.,archery weapon,/boʊ/,heteronym
bow,She applied rosin to the bow for better friction on the strings.,musical instrument tool,/boʊ/,heteronym
bow,Robin Hood was known for his skill with a bow.,archery weapon,/boʊ/,heteronym
bow,The cellist drew the bow across the strings with expression.,musical instrument tool,/boʊ/,heteronym
bow,The hunter crafted a bow from yew wood.,archery weapon,/boʊ/,heteronym
bow,The bow hair needed to be replaced after months of playing.,musical instrument tool,/boʊ/,heteronym
bow,Children practiced with lightweight bows at archery camp.,archery weapon,/boʊ/,heteronym
bow,The performers took a bow at the end of the show.,bending at waist,/baʊ/,heteronym
bow,The ship's bow cut through the rough waves.,front of ship,/baʊ/,heteronym
bow,Japanese people often bow when greeting each other.,bending at waist,/baʊ/,heteronym
bow,Water splashed over the bow during the storm.,front of ship,/baʊ/,heteronym
bow,The queen expected visitors to bow in her presence.,bending at waist,/baʊ/,heteronym
bow,The bow of the ship was damaged in the collision.,front of ship,/baʊ/,heteronym
bow,The dancer ended her performance with a graceful bow.,bending at waist,/baʊ/,heteronym
bow,The crew secured the cargo at the bow of the vessel.,front of ship,/baʊ/,heteronym
bow,It's customary to bow when entering certain temples.,bending at waist,/baʊ/,heteronym
bow,The figurehead decorated the bow of the sailing ship.,front of ship,/baʊ/,heteronym
desert,The Sahara desert covers much of North Africa.,arid land,/ˈdɛzərt/,heteronym
desert,Cacti have adapted to survive in the desert climate.,arid land,/ˈdɛzərt/,heteronym
desert,The desert reaches extremely high temperatures during the day.,arid land,/ˈdɛzərt/,heteronym
desert,They crossed the desert on camels during their expedition.,arid land,/ˈdɛzərt/,heteronym
desert,The Atacama desert is one of the driest places on Earth.,arid land,/ˈdɛzərt/,heteronym
desert,Desert plants conserve water in various ingenious ways.,arid land,/ˈdɛzərt/,heteronym
desert,The desert ecosystem is fragile and easily disturbed.,arid land,/ˈdɛzərt/,heteronym
desert,Sandstorms are common hazards in many desert regions.,arid land,/ˈdɛzərt/,heteronym
desert,The desert sky offers perfect conditions for astronomical observation.,arid land,/ˈdɛzərt/,heteronym
desert,Many animals in the desert are nocturnal to avoid the heat.,arid land,/ˈdɛzərt/,heteronym
desert,A soldier who would desert his post could face court-martial.,to abandon,/dɪˈzɜrt/,heteronym
desert,The captain chose to desert the sinking ship against protocol.,to abandon,/dɪˈzɜrt/,heteronym
desert,Friends who desert you in difficult times aren't true friends.,to abandon,/dɪˈzɜrt/,heteronym
desert,Some animals desert their young if they sense danger.,to abandon,/dɪˈzɜrt/,heteronym
desert,The politician's supporters began to desert him after the scandal.,to abandon,/dɪˈzɜrt/,heteronym
desert,She would never desert her principles for money or fame.,to abandon,/dɪˈzɜrt/,heteronym
desert,Investors desert markets quickly when uncertainty arises.,to abandon,/dɪˈzɜrt/,heteronym
desert,People tend to desert shopping malls during economic downturns.,to abandon,/dɪˈzɜrt/,heteronym
desert,The writer's inspiration seemed to desert her halfway through the novel.,to abandon,/dɪˈzɜrt/,heteronym
desert,Many residents chose to desert the town after the factory closed.,to abandon,/dɪˈzɜrt/,heteronym
close,Please close the door when you leave the room.,to shut,/kloʊz/,heteronym
close,The bank will close at 5 PM today.,to shut,/kloʊz/,heteronym
close,We need to close the deal before the end of the quarter.,to shut,/kloʊz/,heteronym
close,She'll close the meeting with a summary of action items.,to shut,/kloʊz/,heteronym
close,The store will close early due to the holiday.,to shut,/kloʊz/,heteronym
close,The surgeon will close the incision with dissolvable stitches.,to shut,/kloʊz/,heteronym
close,Please close your books and begin the exam.,to shut,/kloʊz/,heteronym
close,The authorities will close the investigation if no new evidence emerges.,to shut,/kloʊz/,heteronym
close,Remember to close all applications before shutting down your computer.,to shut,/kloʊz/,heteronym
close,The debate team will close with their strongest argument.,to shut,/kloʊz/,heteronym
close,The hotel is very close to the convention center.,nearby,/kloʊs/,heteronym
close,We had a close call when the car nearly hit us.,nearby,/kloʊs/,heteronym
close,The race was so close that they needed a photo finish.,nearby,/kloʊs/,heteronym
close,She keeps in close contact with her college friends.,nearby,/kloʊs/,heteronym
close,The detective took a close look at the evidence.,nearby,/kloʊs/,heteronym
close,The deadline is too close for comfort.,nearby,/kloʊs/,heteronym
close,The siblings have a close relationship despite living far apart.,nearby,/kloʊs/,heteronym
close,The hunter got close enough to observe the deer without disturbing it.,nearby,/kloʊs/,heteronym
close,The negotiations were close to breaking down several times.,nearby,/kloʊs/,heteronym
close,We have a close-knit community in this neighborhood.,nearby,/kloʊs/,heteronym
dove,A white dove symbolizes peace in many cultures.,bird,/dʌv/,heteronym
dove,The dove built its nest under our porch roof.,bird,/dʌv/,heteronym
dove,The magician released a dove during the finale of his act.,bird,/dʌv/,heteronym
dove,The dove carried an olive branch in the biblical story.,bird,/dʌv/,heteronym
dove,Doves and pigeons belong to the same family of birds.,bird,/dʌv/,heteronym
dove,The mourning dove's call has a distinctive melancholy sound.,bird,/dʌv/,heteronym
dove,The dove fed her chicks regurgitated crop milk.,bird,/dʌv/,heteronym
dove,Releasing doves at weddings is a tradition in some cultures.,bird,/dʌv/,heteronym
dove,The dove population in the park has increased this year.,bird,/dʌv/,heteronym
dove,Artists often depict the Holy Spirit as a dove in religious art.,bird,/dʌv/,heteronym
dove,She dove into the pool and swam to the other side.,plunged,/doʊv/,heteronym
dove,The rescue worker dove into the water to save the child.,plunged,/doʊv/,heteronym
dove,He dove for cover when he heard the gunshots.,plunged,/doʊv/,heteronym
dove,The submarine dove to escape detection by enemy radar.,plunged,/doʊv/,heteronym
dove,The hawk dove toward its prey with incredible speed.,plunged,/doʊv/,heteronym
dove,She dove into her work after the breakup to keep busy.,plunged,/doʊv/,heteronym
dove,The cliff diver dove from a height of over 50 feet.,plunged,/doʊv/,heteronym
dove,The stocks dove following the negative economic report.,plunged,/doʊv/,heteronym
dove,The quarterback dove across the goal line to score.,plunged,/doʊv/,heteronym
dove,He dove into his pocket to retrieve his ringing phone.,plunged,/doʊv/,heteronym
row,The gardener will plant a row of tulips along the walkway.,line,/roʊ/,heteronym
row,Students sat in the front row during the lecture.,line,/roʊ/,heteronym
row,The movie theater has 20 rows of seats.,line,/roʊ/,heteronym
row,He completed another row of the knitting pattern.,line,/roʊ/,heteronym
row,The choir stood in the back row for the performance.,line,/roʊ/,heteronym
row,The farmer planted corn in neat rows across the field.,line,/roʊ/,heteronym
row,The spreadsheet displays data in rows and columns.,line,/roʊ/,heteronym
row,A row of shops lines the main street in town.,line,/roʊ/,heteronym
row,The librarian shelved the books in alphabetical order by row.,line,/roʊ/,heteronym
row,The dominoes fell one by one down the row.,line,/roʊ/,heteronym
row,The couple had a row over their vacation plans.,argument,/raʊ/,heteronym
row,The neighbors heard a row coming from the apartment next door.,argument,/raʊ/,heteronym
row,Their minor disagreement escalated into a full-blown row.,argument,/raʊ/,heteronym
row,The political row over the budget continued for weeks.,argument,/raʊ/,heteronym
row,She didn't want to cause a row at the family gathering.,argument,/raʊ/,heteronym
row,The media reported on the row between the two celebrities.,argument,/raʊ/,heteronym
row,"After the row, they didn't speak to each other for days.",argument,/raʊ/,heteronym
row,The manager's decision caused quite a row among the staff.,argument,/raʊ/,heteronym
row,The parliamentary row delayed the passage of the bill.,argument,/raʊ/,heteronym
row,Their row about finances nearly ended the relationship.,argument,/raʊ/,heteronym
minute,The meeting lasted less than a minute before being adjourned.,time unit,/ˈmɪnɪt/,heteronym
minute,I'll be ready in just a minute.,time unit,/ˈmɪnɪt/,heteronym
minute,The recipe requires cooking for 20 minutes at high heat.,time unit,/ˈmɪnɪt/,heteronym
minute,The secretary recorded the minutes of the board meeting.,time unit,/ˈmɪnɪt/,heteronym
minute,Wait a minute while I get my jacket.,time unit,/ˈmɪnɪt/,heteronym
minute,The bomb was set to detonate in five minutes.,time unit,/ˈmɪnɪt/,heteronym
minute,She arrives at work at precisely the same minute every day.,time unit,/ˈmɪnɪt/,heteronym
minute,The train departs every 30 minutes during rush hour.,time unit,/ˈmɪnɪt/,heteronym
minute,The baby sleeps for only minutes at a time.,time unit,/ˈmɪnɪt/,heteronym
minute,The last minute of the game was incredibly tense.,time unit,/ˈmɪnɪt/,heteronym
minute,The scientist examined the minute details under a microscope.,tiny,/maɪˈnuːt/,heteronym
minute,The contract contained minute specifications that were easily overlooked.,tiny,/maɪˈnuːt/,heteronym
minute,The watchmaker works with minute components requiring special tools.,tiny,/maɪˈnuːt/,heteronym
minute,There was a minute difference between the two samples.,tiny,/maɪˈnuːt/,heteronym
minute,The detective noticed a minute trace of blood at the crime scene.,tiny,/maɪˈnuːt/,heteronym
minute,The procedure requires minute adjustments to ensure accuracy.,tiny,/maɪˈnuːt/,heteronym
minute,The paint had minute cracks that showed its age.,tiny,/maɪˈnuːt/,heteronym
minute,She paid attention to the minute details of the design.,tiny,/maɪˈnuːt/,heteronym
minute,The minute writing on the ancient scroll was difficult to decipher.,tiny,/maɪˈnuːt/,heteronym
minute,The minute changes in temperature affected the experiment results.,tiny,/maɪˈnuːt/,heteronym
object,She forgot to remove a metal object before the security screening.,thing,/ˈɒbdʒɛkt/,heteronym
object,The museum displays ancient objects from various civilizations.,thing,/ˈɒbdʒɛkt/,heteronym
object,The child chewed on a small plastic object despite warnings.,thing,/ˈɒbdʒɛkt/,heteronym
object,The suspicious object prompted evacuation of the building.,thing,/ˈɒbdʒɛkt/,heteronym
object,The flying object remained unidentified even after investigation.,thing,/ˈɒbdʒɛkt/,heteronym
object,The artist incorporates found objects into her sculptures.,thing,/ˈɒbdʒɛkt/,heteronym
object,The detective searched for any object that might serve as evidence.,thing,/ˈɒbdʒɛkt/,heteronym
object,The satellite detected a large object orbiting the planet.,thing,/ˈɒbdʒɛkt/,heteronym
object,The dog carried the object back to its owner.,thing,/ˈɒbdʒɛkt/,heteronym
object,Each object in the collection has been carefully catalogued.,thing,/ˈɒbdʒɛkt/,heteronym
object,The lawyer will object to the introduction of that evidence.,to oppose,/əbˈdʒɛkt/,heteronym
object,Parents might object to violent content in children's programs.,to oppose,/əbˈdʒɛkt/,heteronym
object,I object to your characterization of my actions as selfish.,to oppose,/əbˈdʒɛkt/,heteronym
object,The committee members did not object to the proposed changes.,to oppose,/əbˈdʒɛkt/,heteronym
object,"If you object to the terms, you can cancel your subscription.",to oppose,/əbˈdʒɛkt/,heteronym
object,Several countries object to the new international regulations.,to oppose,/əbˈdʒɛkt/,heteronym
object,The teacher didn't object when students requested extra time.,to oppose,/əbˈdʒɛkt/,heteronym
object,Most residents object to the construction of the highway.,to oppose,/əbˈdʒɛkt/,heteronym
object,She didn't object when he offered to pay for dinner.,to oppose,/əbˈdʒɛkt/,heteronym
object,Animal rights activists object to testing cosmetics on animals.,to oppose,/əbˈdʒɛkt/,heteronym
wound,The doctor cleaned and bandaged the wound carefully.,injury,/wuːnd/,heteronym
wound,The soldier received a wound during combat operations.,injury,/wuːnd/,heteronym
wound,The cut was a superficial wound that healed quickly.,injury,/wuːnd/,heteronym
wound,The arrow caused a deep wound in the deer's shoulder.,injury,/wuːnd/,heteronym
wound,She applied antibiotic ointment to prevent the wound from getting infected.,injury,/wuːnd/,heteronym
wound,The wound required several stitches to close properly.,injury,/wuːnd/,heteronym
wound,The emotional wound took much longer to heal than the physical one.,injury,/wuːnd/,heteronym
wound,The nurse changed the dressing on the surgical wound.,injury,/wuːnd/,heteronym
wound,"The cat licked its wound, which is a natural cleaning behavior.",injury,/wuːnd/,heteronym
wound,The wound left a permanent scar as a reminder of the accident.,injury,/wuːnd/,heteronym
wound,She wound the yarn into a ball before starting her knitting project.,twisted,/waʊnd/,heteronym
wound,He wound the clock every Sunday evening.,twisted,/waʊnd/,heteronym
wound,The path wound through the forest to the lake.,twisted,/waʊnd/,heteronym
wound,The snake wound itself around the branch.,twisted,/waʊnd/,heteronym
wound,She wound the scarf twice around her neck for extra warmth.,twisted,/waʊnd/,heteronym
wound,The car wound up the steep mountain road.,twisted,/waʊnd/,heteronym
wound,The child wound the toy until the spring was fully loaded.,twisted,/waʊnd/,heteronym
wound,"The river wound through the valley, creating fertile farmland.",twisted,/waʊnd/,heteronym
wound,He wound the fishing line around the reel after catching a fish.,twisted,/waʊnd/,heteronym
wound,The vine wound its way up the garden trellis.,twisted,/waʊnd/,heteronym
produce,The grocery store sells local produce at affordable prices.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,Farmers' markets offer fresh produce directly from local growers.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,Organic produce often costs more than conventionally grown options.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,She washes all produce thoroughly before cooking.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,The restaurant sources its produce from farms within 50 miles.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,Seasonal produce tastes better and costs less.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,The farm stand had a colorful array of fresh produce.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,The produce section is located at the front of the store.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,Imported produce must pass strict inspection standards.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,Some produce will ripen faster if stored with apples.,fruits and vegetables,/ˈprɒdjuːs/,heteronym
produce,The factory can produce thousands of units daily.,to create,/prəˈdjuːs/,heteronym
produce,Artists produce their best work when inspired.,to create,/prəˈdjuːs/,heteronym
produce,The company will produce a new line of smartphones next year.,to create,/prəˈdjuːs/,heteronym
produce,The witness must produce identification before testifying.,to create,/prəˈdjuːs/,heteronym
produce,The trees produce oxygen through photosynthesis.,to create,/prəˈdjuːs/,heteronym
produce,The director will produce a documentary about climate change.,to create,/prəˈdjuːs/,heteronym
produce,Exercise can produce endorphins that improve mood.,to create,/prəˈdjuːs/,heteronym
produce,The bees produce honey throughout the summer months.,to create,/prəˈdjuːs/,heteronym
produce,The research team hopes to produce conclusive results this year.,to create,/prəˈdjuːs/,heteronym
produce,Volcanoes produce lava during eruptions.,to create,/prəˈdjuːs/,heteronym
content,The content of the message surprised everyone.,substance,/ˈkɒntɛnt/,heteronym
content,The website requires fresh content daily to attract visitors.,substance,/ˈkɒntɛnt/,heteronym
content,The table of contents outlines what's included in the book.,substance,/ˈkɒntɛnt/,heteronym
content,The alcohol content of the beverage was clearly labeled.,substance,/ˈkɒntɛnt/,heteronym
content,The content of her character impressed everyone she met.,substance,/ˈkɒntɛnt/,heteronym
content,The content creator develops videos for social media.,substance,/ˈkɒntɛnt/,heteronym
content,The nutritional content of processed foods is regulated.,substance,/ˈkɒntɛnt/,heteronym
content,The email's content was confidential business information.,substance,/ˈkɒntɛnt/,heteronym
content,Educational content should be both informative and engaging.,substance,/ˈkɒntɛnt/,heteronym
content,The box's content included a surprise gift.,substance,/ˈkɒntɛnt/,heteronym
content,The grandmother was content watching her grandchildren play.,satisfied,/kənˈtɛnt/,heteronym
content,"After the meal, they sat content by the fireplace.",satisfied,/kənˈtɛnt/,heteronym
content,He seemed content with his decision despite the challenges.,satisfied,/kənˈtɛnt/,heteronym
content,The cat looked content purring on the windowsill.,satisfied,/kənˈtɛnt/,heteronym
content,She was content to let others take the credit for their work.,satisfied,/kənˈtɛnt/,heteronym
content,The student was content with a passing grade rather than striving for excellence.,satisfied,/kənˈtɛnt/,heteronym
content,Finding a work-life balance has left him more content than ever.,satisfied,/kənˈtɛnt/,heteronym
content,The retirees were content living in their small coastal town.,satisfied,/kənˈtɛnt/,heteronym
content,The hiker was content to rest in the shade after the long climb.,satisfied,/kənˈtɛnt/,heteronym
content,Animals appear content when their basic needs are met.,satisfied,/kənˈtɛnt/,heteronym
present,The teacher took attendance to see which students were present.,in attendance,/ˈprɛzənt/,heteronym
present,All board members should be present for the vote.,in attendance,/ˈprɛzənt/,heteronym
present,Those present at the meeting agreed to the proposal.,in attendance,/ˈprɛzənt/,heteronym
present,Is everyone present and accounted for?,in attendance,/ˈprɛzənt/,heteronym
present,The general was present during the military exercise.,in attendance,/ˈprɛzənt/,heteronym
present,We need at least ten members present to reach a quorum.,in attendance,/ˈprɛzənt/,heteronym
present,Evidence of contamination was present in the water samples.,in attendance,/ˈprɛzənt/,heteronym
present,Both parents were present at the parent-teacher conference.,in attendance,/ˈprɛzənt/,heteronym
present,The symptoms may be present without the patient realizing it.,in attendance,/ˈprɛzənt/,heteronym
present,All countries present signed the treaty.,in attendance,/ˈprɛzənt/,heteronym
present,She will present the findings at the conference next week.,to show or give,/prɪˈzɛnt/,heteronym
present,The charity will present an award to its biggest donor.,to show or give,/prɪˈzɛnt/,heteronym
present,He will present his identification at security checkpoints.,to show or give,/prɪˈzɛnt/,heteronym
present,The symptoms present differently in each patient.,to show or give,/prɪˈzɛnt/,heteronym
present,The defense attorney will present new evidence tomorrow.,to show or give,/prɪˈzɛnt/,heteronym
present,The company will present its new product line next month.,to show or give,/prɪˈzɛnt/,heteronym
present,The director will present the film at the festival.,to show or give,/prɪˈzɛnt/,heteronym
present,Students must present their projects to the class.,to show or give,/prɪˈzɛnt/,heteronym
present,The ambassador will present his credentials to the president.,to show or give,/prɪˈzɛnt/,heteronym
present,They bought a present for their mother's birthday.,gift,/ˈprɛzənt/,heteronym
present,The children were excited to open their Christmas presents.,gift,/ˈprɛzənt/,heteronym
present,She wrapped the present in colorful paper.,gift,/ˈprɛzənt/,heteronym
present,The wedding presents were displayed on a special table.,gift,/ˈprɛzənt/,heteronym
